Rank,Club,Country,Level,Elo,From,To
76,Koeln,GER,1,1638.2298584,2020-05-31,2020-06-01
77,PAOK,GRE,1,1634.74938965,2020-05-31,2020-06-01
78,Werder,GER,1,1633.99987793,2020-05-31,2020-06-01
79,Freiburg,GER,1,1633.55993652,2020-05-31,2020-06-01
80,Bueyueksehir,TUR,1,1633.07446289,2020-05-27,2020-06-03
81,Braga,POR,1,1628.04492188,2020-05-17,2020-06-03
82,Mainz,GER,1,1626.22692871,2020-05-31,2020-06-03
83,Sporting,POR,1,1626.21606445,2020-05-31,2020-06-03
84,Alkmaar,NED,1,1622.79248047,2020-05-28,2020-06-03
85,Fiorentina,ITA,1,1622.43591309,2020-05-28,2020-06-03
86,FC Krasnodar,RUS,1,1621.4744873,2020-05-31,2020-06-03
87,West Brom,ENG,2,1614.82751465,2020-05-31,2020-06-07
88,Montpellier,FRA,1,1614.38439941,2020-05-31,2020-06-14
89,Augsburg,GER,1,1613.64123535,2020-05-31,2020-06-07
90,Feyenoord,NED,1,1610.70410156,2020-06-01,2020-06-07
91,Gent,BEL,1,1609.76696777,2020-06-01,2020-06-07
92,Reims,FRA,1,1608.80493164,2020-06-01,2020-06-07
93,Nice,FRA,1,1608.7097168,2020-06-01,2020-06-07
94,Torino,ITA,1,1607.61022949,2020-06-01,2020-06-07
95,Sassuolo,ITA,1,1606.58813477,2020-06-01,2020-06-07
96,Dynamo Kyiv,UKR,1,1605.59545898,2020-06-01,2020-06-06
97,Duesseldorf,GER,1,1604.69189453,2020-05-31,2020-06-06
98,Rangers,SCO,1,1604.24365234,2020-05-28,2020-06-13
99,Aston Villa,ENG,1,1602.37646484,2020-05-28,2020-06-17
100,Norwich,ENG,1,1600.69494629,2020-05-28,2020-06-16
None,Mallorca,ESP,1,1598.52490234,2020-05-28,2020-06-13
None,Leeds,ENG,2,1597.20825195,2020-03-13,2020-06-21
None,Bologna,ITA,1,1591.19787598,2020-03-11,2020-06-22
None,Monaco,FRA,1,1590.7611084,2020-03-12,2020-08-07
None,Bordeaux,FRA,1,1590.54956055,2020-03-12,2020-08-07
None,Lok Moskva,RUS,1,1589.88720703,2020-03-16,2020-06-21
None,Bielefeld,GER,2,1588.9876709,2020-05-31,2020-06-06
None,Galatasaray,TUR,1,1588.32080078,2020-03-16,2020-06-14
None,Zaragoza,ESP,2,1587.93798828,2020-03-12,2020-06-13
None,CFR Cluj,ROM,1,1586.6661377,2020-03-10,2020-06-14
None,Charleroi,BEL,1,1586.11999512,2020-03-08,2020-08-08
None,Union Berlin,GER,1,1585.89245605,2020-06-01,2020-06-07
None,Cagliari,ITA,1,1585.83398438,2020-03-11,2020-06-20
None,Cadiz,ESP,2,1584.29003906,2020-03-12,2020-06-14
None,Brentford,ENG,2,1583.8380127,2020-03-13,2020-06-20
None,Sampdoria,ITA,1,1583.06494141,2020-03-11,2020-06-21
None,Girona,ESP,2,1581.79541016,2020-03-12,2020-06-13
None,APOEL,CYP,0,1581.71472168,2020-02-28,2020-08-19
None,Parma,ITA,1,1581.30737305,2020-03-11,2020-06-20
None,Huesca,ESP,2,1581.25500488,2020-03-12,2020-06-12
None,Strasbourg,FRA,1,1580.9440918,2020-03-12,2020-08-07
None,Benevento,ITA,2,1577.7175293,2020-03-11,2020-06-21
None,Stuttgart,GER,2,1577.31616211,2020-06-01,2020-06-07
None,Rapid Wien,AUT,1,1576.1932373,2020-03-13,2020-06-03
None,Malmoe,SWE,1,1574.4576416,2020-02-28,2020-06-15
None,CSKA Moskva,RUS,1,1573.88635254,2020-03-16,2020-06-20
None,Nantes,FRA,1,1572.56872559,2020-03-12,2020-08-07
None,Midtjylland,DEN,1,1572.09106445,2020-03-13,2020-06-01
None,Angers,FRA,1,1572.02880859,2020-03-12,2020-08-07
None,Almeria,ESP,2,1571.61291504,2020-03-12,2020-06-14
None,AEK,GRE,1,1569.6776123,2020-03-13,2020-06-07
None,Standard,BEL,1,1568.82373047,2020-03-08,2020-08-08
None,Trabzonspor,TUR,1,1568.24841309,2020-03-16,2020-06-12
None,Rayo Vallecano,ESP,2,1567.66809082,2020-03-12,2020-06-10
None,Fulham,ENG,2,1566.84277344,2020-03-13,2020-06-20
None,Udinese,ITA,1,1566.82006836,2020-03-11,2020-06-23
None,FC Kobenhavn,DEN,1,1566.26550293,2020-03-13,2020-06-01
None,Genoa,ITA,1,1561.91223145,2020-03-11,2020-06-23
None,Genk,BEL,1,1555.79541016,2020-03-08,2020-08-09
None,Saint-Etienne,FRA,1,1552.9317627,2020-03-12,2020-08-07
None,Elche,ESP,2,1552.88549805,2020-03-12,2020-06-12
None,Verona,ITA,1,1552.8223877,2020-03-11,2020-06-20
None,Viktoria Plzen,CZE,1,1549.72717285,2020-05-31,2020-06-03
None,Metz,FRA,1,1549.59997559,2020-03-12,2020-08-07
None,Malaga,ESP,2,1549.41015625,2020-03-12,2020-06-12
None,Cardiff,ENG,2,1548.65197754,2020-03-13,2020-06-21
None,Apollon Lemesos,CYP,0,1548.33496094,2020-02-28,2020-08-19
None,Rostov,RUS,1,1547.27209473,2020-03-16,2020-06-19
None,Hamburg,GER,2,1546.7043457,2020-06-01,2020-06-08
None,Antwerp,BEL,1,1544.83874512,2020-03-08,2020-08-08
None,Razgrad,BUL,1,1542.81091309,2020-03-09,2020-06-05
None,Nimes,FRA,1,1539.5390625,2020-03-12,2020-08-07
None,Guimaraes,POR,1,1539.50598145,2020-03-09,2020-06-04
None,Brest,FRA,1,1536.32006836,2020-03-12,2020-08-07
None,M Tel Aviv,ISR,1,1535.68518066,2020-05-31,2020-06-03
None,Besiktas,TUR,1,1535.61987305,2020-03-16,2020-06-13
None,StGallen,SUI,1,1535.53308105,2020-03-13,2020-06-20
None,Anderlecht,BEL,1,1534.67541504,2020-03-08,2020-08-09
None,Molde,NOR,1,1532.13842773,2019-12-13,2020-06-16
None,Zorya,UKR,1,1529.45275879,2020-05-31,2020-06-06
None,Gijon,ESP,2,1529.32678223,2020-03-12,2020-06-14
None,Wolfsberg,AUT,1,1529.05224609,2020-03-13,2020-06-03
None,Rijeka,CRO,1,1528.23803711,2020-03-09,2020-06-07
None,Spartak Moskva,RUS,1,1526.07177734,2020-03-15,2020-06-20
None,Heidenheim,GER,2,1525.25390625,2020-06-01,2020-06-07
None,Derby,ENG,2,1524.77331543,2020-03-13,2020-06-20
None,Forest,ENG,2,1524.26757812,2020-03-13,2020-06-20
None,Dijon,FRA,1,1522.28674316,2020-03-12,2020-08-07
None,Tenerife,ESP,2,1518.13024902,2020-03-12,2020-06-12
None,Utrecht,NED,1,1516.41625977,2020-03-09,2020-08-26
None,Paderborn,GER,1,1515.56555176,2020-06-01,2020-06-06
None,Rio Ave,POR,1,1514.70800781,2020-03-08,2020-06-07
None,Oviedo,ESP,2,1513.45629883,2020-03-12,2020-06-12
None,Steaua,ROM,1,1513.08044434,2020-03-09,2020-06-14
None,Partizan,SRB,1,1513.01147461,2020-05-31,2020-06-06
None,Swansea,ENG,2,1512.34118652,2020-03-13,2020-06-20
None,Millwall,ENG,2,1512.12890625,2020-03-13,2020-06-20
None,Larnaca,CYP,0,1511.359375,2020-02-28,2020-07-01
None,Depor,ESP,2,1510.85192871,2020-03-12,2020-06-14
None,Darmstadt,GER,2,1509.45629883,2020-05-30,2020-06-06
None,Hannover,GER,2,1509.44311523,2020-05-31,2020-06-03
None,Lecce,ITA,1,1509.38195801,2020-03-11,2020-06-22
None,Blackburn,ENG,2,1509.13000488,2020-03-13,2020-06-20
None,Spal,ITA,1,1508.43603516,2020-03-11,2020-06-23
None,Hammarby,SWE,1,1505.84973145,2020-02-28,2020-06-14
None,AIK,SWE,1,1505.79968262,2020-02-28,2020-06-14
None,Ferencvaros,HUN,1,1502.8269043,2020-06-01,2020-06-07
None,Mirandes,ESP,2,1502.77941895,2020-03-12,2020-06-14
None,Preston,ENG,2,1499.28112793,2020-03-13,2020-06-20
None,Norrkoeping,SWE,1,1498.85705566,2020-02-28,2020-06-14
None,Djurgarden,SWE,1,1498.66271973,2020-02-28,2020-06-14
None,Servette,SUI,1,1498.58764648,2020-03-13,2020-06-21
None,Bristol City,ENG,2,1497.39367676,2020-03-13,2020-06-20
None,Osijek,CRO,1,1496.70007324,2020-03-08,2020-06-07
None,Fenerbahce,TUR,1,1496.43811035,2020-03-15,2020-06-12
None,Vitesse,NED,1,1496.20788574,2020-03-08,2020-08-26
None,Dynamo Moskva,RUS,1,1495.62268066,2020-03-14,2020-06-27
None,Las Palmas,ESP,2,1493.64367676,2020-03-12,2020-06-13
None,Alcorcon,ESP,2,1493.23498535,2020-03-12,2020-06-13
None,Numancia,ESP,2,1491.39562988,2020-03-12,2020-06-14
None,Reading,ENG,2,1490.96643066,2020-03-13,2020-06-20
None,Troyes,FRA,2,1490.19580078,2020-03-12,2020-08-07
None,Sturm Graz,AUT,1,1489.30627441,2020-03-13,2020-06-03
None,Sivasspor,TUR,1,1488.97912598,2020-03-17,2020-06-15
None,Hajduk,CRO,1,1488.91821289,2020-03-09,2020-06-05
None,Stoke,ENG,2,1488.82897949,2020-03-13,2020-06-20
None,Ponferradina,ESP,2,1488.2064209,2020-03-12,2020-06-12
None,Amiens,FRA,1,1488.11108398,2020-03-12,2020-07-01
None,Albacete,ESP,2,1488.05285645,2020-03-12,2020-06-10
None,Holstein,GER,2,1486.68334961,2020-05-31,2020-06-08
None,Empoli,ITA,2,1486.36828613,2020-03-11,2020-06-19
None,Tula,RUS,1,1486.2310791,2020-03-15,2020-06-20
None,Crotone,ITA,2,1485.85229492,2020-03-11,2020-06-20
None,Panathinaikos,GRE,1,1483.22875977,2020-03-13,2020-06-07
None,Frosinone,ITA,2,1483.01159668,2020-03-11,2020-06-20
None,Lens,FRA,2,1481.36096191,2020-03-12,2020-07-01
None,Middlesbrough,ENG,2,1481.22607422,2020-03-13,2020-06-20
None,Lorient,FRA,2,1479.94714355,2020-03-12,2020-07-01
None,Olexandriya,UKR,1,1479.09423828,2020-05-31,2020-06-07
None,QPR,ENG,2,1477.24853516,2020-03-13,2020-06-20
None,Luzern,SUI,1,1477.12451172,2020-03-13,2020-06-21
None,Bochum,GER,2,1476.37243652,2020-05-31,2020-06-05
None,Birmingham,ENG,2,1474.82971191,2020-03-13,2020-06-20
None,Rosenborg,NOR,1,1474.71508789,2019-12-13,2020-06-16
None,Fuenlabrada,ESP,2,1473.18640137,2020-03-12,2020-06-12
None,Kortrijk,BEL,1,1471.21228027,2020-03-08,2020-08-09
None,Lugo,ESP,2,1469.90563965,2020-03-12,2020-06-13
None,Austria Wien,AUT,1,1468.91699219,2020-03-13,2020-06-02
None,Sheffield Weds,ENG,2,1468.33288574,2020-03-13,2020-06-20
None,Ufa,RUS,1,1467.84436035,2020-03-16,2020-06-21
None,FK Astana,KAZ,0,1466.87023926,2019-12-13,2020-08-18
None,Desna,UKR,1,1466.77905273,2020-05-31,2020-06-14
None,CSKA Sofia,BUL,1,1466.48071289,2020-03-08,2020-06-06
None,Lugano,SUI,1,1465.66394043,2020-03-13,2020-06-21
None,Willem II,NED,1,1465.65966797,2020-03-09,2020-08-26
None,BATE,BLR,1,1464.57495117,2020-06-01,2020-06-07
None,Brondby,DEN,1,1464.43823242,2020-03-13,2020-06-02
None,Huddersfield,ENG,2,1464.26745605,2020-03-13,2020-06-20
None,Clermont,FRA,2,1464.26245117,2020-03-12,2020-08-07
None,Karabakh Agdam,AZE,0,1463.28564453,2019-12-13,2020-08-18
None,Fuerth,GER,2,1463.27624512,2020-05-30,2020-06-05
None,Moreirense,POR,1,1460.86730957,2020-03-09,2020-06-06
None,Wigan,ENG,2,1460.33654785,2020-03-13,2020-06-20
None,Brescia,ITA,1,1459.98876953,2020-03-11,2020-06-22
None,St Pauli,GER,2,1459.81286621,2020-05-31,2020-06-05
None,Alanyaspor,TUR,1,1459.67272949,2020-03-15,2020-06-13
None,Extremadura,ESP,2,1459.14245605,2020-03-12,2020-06-12
None,Chievo,ITA,2,1458.23864746,2020-03-11,2020-06-20
None,Sparta Praha,CZE,1,1457.9342041,2020-06-01,2020-06-03
None,Sandhausen,GER,2,1455.96740723,2020-05-31,2020-06-05
None,Spezia,ITA,2,1455.24328613,2020-03-11,2020-06-19
None,Regensburg,GER,2,1454.27075195,2020-05-30,2020-06-06
None,Le Havre,FRA,2,1454.26623535,2020-03-12,2020-08-07
None,Lok Zagreb,CRO,1,1453.85192871,2020-03-10,2020-06-07
None,Terek Grozny,RUS,1,1453.28173828,2020-03-14,2020-06-19
None,Craiova,ROM,1,1452.71398926,2020-03-09,2020-06-19
None,Rubin Kazan,RUS,1,1452.37988281,2020-03-15,2020-06-20
None,Nuernberg,GER,2,1452.37280273,2020-05-31,2020-06-06
None,Zuerich,SUI,1,1451.15197754,2020-03-13,2020-06-19
None,Sverdlovsk,RUS,1,1449.82495117,2020-03-15,2020-06-20
None,Aue,GER,2,1449.57312012,2020-06-01,2020-06-07
None,Cittadella,ITA,2,1449.15466309,2020-03-11,2020-06-20
None,Legia,POL,1,1448.21679688,2020-05-31,2020-06-07
None,Santander,ESP,2,1447.03601074,2020-03-12,2020-06-13
None,Boavista,POR,1,1445.52734375,2020-03-08,2020-06-06
None,Ajaccio,FRA,2,1444.66748047,2020-03-12,2020-08-07
None,AEL Limassol,CYP,0,1444.16101074,2020-02-28,2020-07-01
None,Groningen,NED,1,1441.86535645,2020-03-09,2020-08-26
None,Nordsjaelland,DEN,1,1441.08654785,2020-05-30,2020-06-07
None,Aarhus,DEN,1,1439.93945312,2020-05-29,2020-06-01
None,Jablonec,CZE,1,1439.39306641,2020-05-31,2020-06-02
None,Guingamp,FRA,2,1439.07116699,2020-03-12,2020-08-07
None,St Truiden,BEL,1,1438.37915039,2020-03-08,2020-08-09
None,Mechelen,BEL,1,1436.73950195,2020-03-08,2020-08-09
None,Orenburg,RUS,1,1435.63000488,2020-03-15,2020-06-21
None,Sochi,RUS,1,1434.01049805,2020-03-16,2020-06-19
None,Viitorul,ROM,1,1433.3059082,2020-03-08,2020-06-14
None,Zulte Waregem,BEL,1,1430.48620605,2020-03-08,2020-08-09
None,Osnabrueck,GER,2,1429.87646484,2020-05-30,2020-06-07
None,Hull,ENG,2,1429.75817871,2020-03-13,2020-06-20
None,Tambov,RUS,1,1428.65100098,2020-03-17,2020-06-21
None,Caen,FRA,2,1428.51977539,2020-03-12,2020-08-07
None,Santa Clara,POR,1,1428.20446777,2020-03-09,2020-06-05
None,Videoton,HUN,1,1427.52612305,2020-05-31,2020-06-06
None,Pordenone,ITA,2,1426.91821289,2020-03-11,2020-06-20
None,Heracles,NED,1,1426.8972168,2020-03-09,2020-08-26
None,Altach,AUT,1,1426.62329102,2020-03-13,2020-06-02
None,Astra,ROM,1,1426.0970459,2020-03-07,2020-06-15
None,Mouscron,BEL,1,1424.51062012,2020-03-08,2020-08-08
None,Haecken,SWE,1,1423.50463867,2020-02-28,2020-06-15
None,Heerenveen,NED,1,1422.46813965,2020-03-08,2020-08-26
None,Famalicao,POR,1,1421.60803223,2020-03-09,2020-06-03
None,Botosani,ROM,1,1421.43273926,2020-03-07,2020-06-20
None,Karlsruhe,GER,2,1421.01538086,2020-05-31,2020-06-07
None,Slovan Liberec,CZE,1,1420.89855957,2020-05-31,2020-06-02
None,Gil Vicente,POR,1,1419.05786133,2020-03-09,2020-06-03
None,Goeztepe,TUR,1,1419.04260254,2020-03-18,2020-06-12
None,Wehen,GER,2,1416.80090332,2020-06-01,2020-06-06
None,Sion,SUI,1,1414.89599609,2020-03-13,2020-06-20
None,Setubal,POR,1,1412.59423828,2020-03-08,2020-06-04
None,Atromitos,GRE,1,1412.13232422,2020-03-13,2020-06-13
None,Aris,GRE,1,1411.99584961,2020-03-13,2020-06-06
None,Trnava,SLK,0,1408.2512207,2019-12-13,2020-07-01
None,Gaz Metan,ROM,1,1408.01538086,2020-03-10,2020-06-15
None,Barnsley,ENG,2,1407.79626465,2020-03-13,2020-06-20
None,Toulouse,FRA,1,1407.09606934,2020-03-12,2020-07-01
None,Soligorsk,BLR,1,1406.83947754,2020-05-31,2020-06-07
None,Maccabi Haifa,ISR,1,1406.29663086,2020-05-31,2020-06-03
None,Aberdeen,SCO,1,1406.1270752,2020-03-13,2020-08-01
None,Levski,BUL,1,1405.40991211,2020-03-09,2020-06-05
None,Charlton,ENG,2,1403.32202148,2020-03-13,2020-06-20
None,Cremonese,ITA,2,1401.95666504,2020-03-11,2020-06-17
None,Valenciennes,FRA,2,1401.69824219,2020-03-12,2020-08-07
None,Dresden,GER,2,1401.6550293,2020-06-01,2020-06-03
None,Maritimo,POR,1,1401.61071777,2020-03-09,2020-06-04
None,Hartberg,AUT,1,1401.38659668,2020-03-13,2020-06-03
None,Belenenses,POR,1,1398.13195801,2020-03-09,2020-06-05
None,Entella,ITA,2,1397.69287109,2020-03-11,2020-06-20
None,Kryliya Sovetov,RUS,1,1396.10632324,2020-03-17,2020-06-19
None,Randers,DEN,1,1394.69470215,2020-05-29,2020-06-01
None,Aalborg,DEN,1,1394.62731934,2020-06-01,2020-06-07
None,Pisa,ITA,2,1393.39196777,2020-03-11,2020-06-20
None,Thun,SUI,1,1392.99230957,2020-03-13,2020-06-20
None,Luton,ENG,2,1392.18408203,2020-03-13,2020-06-20
None,Xamax,SUI,1,1391.62463379,2020-03-13,2020-06-20
None,Admira,AUT,1,1389.75170898,2020-03-13,2020-06-02
None,Salernitana,ITA,2,1389.46716309,2020-03-11,2020-06-20
None,Mlada Boleslav,CZE,1,1388.31176758,2020-05-31,2020-06-02
None,Pescara,ITA,2,1388.07739258,2020-03-11,2020-06-20
None,Slovan Bratislava,SLK,0,1386.83740234,2019-12-13,2020-08-27
None,Juve Stabia,ITA,2,1386.81323242,2020-03-11,2020-06-20
None,Mattersburg,AUT,1,1386.01293945,2020-03-13,2020-06-02
None,Konyaspor,TUR,1,1383.63745117,2020-03-15,2020-06-14
None,Odense,DEN,1,1383.43347168,2020-03-13,2020-06-01
None,Slovacko,CZE,1,1382.60998535,2020-05-31,2020-06-03
None,Haugesund,NOR,1,1382.36547852,2019-12-13,2020-06-17
None,Perugia,ITA,2,1381.8873291,2020-03-11,2020-06-21
None,Zwolle,NED,1,1381.31652832,2020-03-07,2020-08-26
None,HNK Gorica,CRO,1,1381.19689941,2020-03-10,2020-06-06
None,Tondela,POR,1,1380.26403809,2020-03-08,2020-06-04
None,Sparta Rotterdam,NED,1,1380.20532227,2020-03-09,2020-08-26
None,Beer-Sheva,ISR,1,1380.13708496,2020-05-31,2020-06-03
None,Gaziantep FK,TUR,1,1379.47973633,2020-03-15,2020-06-14
None,Den Haag,NED,1,1379.40625,2020-03-08,2020-08-26
None,Emmen,NED,1,1378.26281738,2020-03-08,2020-08-26
None,Dnipro,UKR,1,1378.17114258,2020-05-31,2020-06-07
None,Antalyaspor,TUR,1,1378.09301758,2020-03-17,2020-06-13
None,Piast Gliwice,POL,1,1376.60559082,2020-05-31,2020-06-05
None,Auxerre,FRA,2,1376.41027832,2020-03-12,2020-08-07
None,Nancy,FRA,2,1375.7713623,2020-03-12,2020-08-07
None,Banik Ostrava,CZE,1,1375.65869141,2020-05-31,2020-06-03
None,Venezia,ITA,2,1375.23376465,2020-03-11,2020-06-20
None,Dinamo Brest,BLR,1,1375.06237793,2020-06-01,2020-06-06
None,Malatyaspor,TUR,1,1373.79748535,2020-03-16,2020-06-13
None,Grenoble,FRA,2,1373.5880127,2020-03-12,2020-08-07
None,Paris FC,FRA,2,1371.51257324,2020-03-12,2020-08-07
None,Dunajska,SLK,0,1370.49035645,2019-12-13,2020-08-27
None,Kasimpasa,TUR,1,1370.11474609,2020-03-14,2020-06-13
None,Asteras Tripolis,GRE,1,1370.05627441,2020-03-13,2020-06-07
None,Lech,POL,1,1368.79101562,2020-05-31,2020-06-06
None,Goeteborg,SWE,1,1368.6550293,2020-02-28,2020-06-14
None,Vaduz,LIE,0,1368.47021484,2020-03-13,2020-08-06
None,Ruzomberok,SLK,0,1367.70422363,2019-12-13,2020-08-27
None,Sigma Olomouc,CZE,1,1365.88452148,2020-05-31,2020-06-03
None,Bodoe Glimt,NOR,1,1365.72021484,2019-12-13,2020-06-16
None,Olimpija Ljubljana,SVN,1,1365.51831055,2020-03-09,2020-06-06
None,Ilichivets,UKR,1,1364.75695801,2020-03-15,2020-06-07
None,Viking,NOR,1,1364.35144043,2019-12-13,2020-06-16
None,Cosenza,ITA,2,1363.73034668,2020-03-11,2020-06-20
None,Eupen,BEL,1,1363.12451172,2020-03-08,2020-08-10
None,Portimonense,POR,1,1362.43481445,2020-03-07,2020-06-03
None,OFI,GRE,1,1361.17297363,2020-03-13,2020-06-06
None,Chateauroux,FRA,2,1361.11364746,2020-03-12,2020-08-07
None,Odd Grenland,NOR,1,1360.7857666,2019-12-13,2020-06-16
None,Beitar,ISR,1,1360.22131348,2020-05-31,2020-06-02
None,Ascoli,ITA,2,1359.19897461,2020-03-11,2020-06-17
None,Dinamo Bucuresti,ROM,1,1357.81787109,2020-03-08,2020-06-21
None,Elfsborg,SWE,1,1357.3059082,2020-02-28,2020-06-14
None,Pacos Ferreira,POR,1,1356.30651855,2020-03-09,2020-06-07
None,Rizespor,TUR,1,1353.53234863,2020-03-18,2020-06-14
None,Maribor,SVN,1,1352.46179199,2020-03-08,2020-06-07
None,Sochaux,FRA,2,1351.6796875,2020-03-12,2020-08-07
None,Genclerbirligi,TUR,1,1351.36230469,2020-03-15,2020-06-14
None,Trapani,ITA,2,1350.82751465,2020-03-11,2020-06-20
None,Chambly Oise,FRA,2,1350.70227051,2020-03-12,2020-08-07
None,Nis,SRB,1,1350.31896973,2020-05-31,2020-06-07
None,Venlo,NED,1,1348.85229492,2020-03-08,2020-08-26
None,Denizlispor,TUR,1,1348.4720459,2020-03-15,2020-06-15
None,Twente,NED,1,1347.82373047,2020-03-08,2020-08-26
None,Hibernian,SCO,1,1347.55114746,2020-03-13,2020-08-01
None,Wattens,AUT,1,1345.76611328,2020-03-13,2020-06-02
None,St Poelten,AUT,1,1345.46118164,2020-03-13,2020-06-02
None,Cukaricki,SRB,1,1345.45739746,2020-05-30,2020-06-06
None,Larisa,GRE,1,1343.67321777,2020-03-13,2020-06-07
None,Xanthi,GRE,1,1343.44091797,2020-03-13,2020-06-13
None,Stabaek,NOR,1,1342.89990234,2019-12-13,2020-06-16
None,Sepsi,ROM,1,1340.32495117,2020-03-09,2020-06-13
None,Jagiellonia,POL,1,1339.78857422,2020-06-01,2020-06-06
None,Lamia,GRE,1,1337.50866699,2020-03-13,2020-06-08
None,Novi Sad,SRB,1,1335.45422363,2020-05-30,2020-06-06
